#Bulk Export - Points every 1 day(s),,,,
,,0570061RF,0570051RF,0570021RF
,,LDG. NADA AT PAHANG (3931013),SG. LEMBING PAHANG CONSOLIDATED COMPANY LIMITED MILL AT PAHANG (3930012),LDG. KUALA REMAN AT PAHANG (3931014)
,,Rainfall.Primary,Rainfall.Primary,Rainfall.Primary
Start of Interval (UTC+08:00),End of Interval (UTC+08:00),Total (mm),Total (mm),Total (mm)
2017-07-14 00:00:00,2017-07-15 00:00:00,0.0,0.0,0.0
2017-07-15 00:00:00,2017-07-16 00:00:00,0.0,0.0,0.0
2017-07-16 00:00:00,2017-07-17 00:00:00,0.0,0.0,0.0
2017-07-17 00:00:00,2017-07-18 00:00:00,0.0,0.0,0.0
2017-07-18 00:00:00,2017-07-19 00:00:00,0.0,0.0,0.0
2017-07-19 00:00:00,2017-07-20 00:00:00,7.0,26.6,4.5
2017-07-20 00:00:00,2017-07-21 00:00:00,9.5,4.4,12.5
2017-07-21 00:00:00,2017-07-22 00:00:00,0.0,0.0,0.0
2017-07-22 00:00:00,2017-07-23 00:00:00,0.0,0.0,0.0
2017-07-23 00:00:00,2017-07-24 00:00:00,0.0,0.0,0.0
2017-07-24 00:00:00,2017-07-25 00:00:00,5.0,0.0,0.0
2017-07-25 00:00:00,2017-07-26 00:00:00,0.0,4.0,0.0
2017-07-26 00:00:00,2017-07-27 00:00:00,0.0,0.0,0.0
2017-07-27 00:00:00,2017-07-28 00:00:00,0.0,0.0,10.0
2017-07-28 00:00:00,2017-07-29 00:00:00,22.2,17.5,15.5
2017-07-29 00:00:00,2017-07-30 00:00:00,1.3,0.0,3.5
2017-07-30 00:00:00,2017-07-31 00:00:00,0.0,0.0,2.5
2017-07-31 00:00:00,2017-08-01 00:00:00,1.0,0.5,0.0
2017-08-01 00:00:00,2017-08-02 00:00:00,14.5,2.0,14.5
2017-08-02 00:00:00,2017-08-03 00:00:00,0.0,2.5,0.0
2017-08-03 00:00:00,2017-08-04 00:00:00,0.0,0.5,0.0
2017-08-04 00:00:00,2017-08-05 00:00:00,0.0,0.0,0.0
2017-08-05 00:00:00,2017-08-06 00:00:00,0.4,0.0,0.0
2017-08-06 00:00:00,2017-08-07 00:00:00,6.6,0.5,1.5
2017-08-07 00:00:00,2017-08-08 00:00:00,0.0,0.0,0.0
2017-08-08 00:00:00,2017-08-09 00:00:00,38.5,23.5,25.0
2017-08-09 00:00:00,2017-08-10 00:00:00,0.0,0.0,0.0
2017-08-10 00:00:00,2017-08-11 00:00:00,0.0,0.0,0.0
2017-08-11 00:00:00,2017-08-12 00:00:00,0.0,3.0,3.0
2017-08-12 00:00:00,2017-08-13 00:00:00,15.5,26.0,1.0
2017-08-13 00:00:00,2017-08-14 00:00:00,9.5,24.9,1.4
2017-08-14 00:00:00,2017-08-15 00:00:00,1.0,0.6,1.1
2017-08-15 00:00:00,2017-08-16 00:00:00,4.5,3.5,2.0
2017-08-16 00:00:00,2017-08-17 00:00:00,21.7,60.7,9.6
2017-08-17 00:00:00,2017-08-18 00:00:00,1.3,1.3,1.4
2017-08-18 00:00:00,2017-08-19 00:00:00,0.5,0.5,1.0
2017-08-19 00:00:00,2017-08-20 00:00:00,3.0,2.0,3.5
2017-08-20 00:00:00,2017-08-21 00:00:00,5.0,7.0,7.0
2017-08-21 00:00:00,2017-08-22 00:00:00,0.0,0.0,5.5
2017-08-22 00:00:00,2017-08-23 00:00:00,0.0,0.5,0.0
2017-08-23 00:00:00,2017-08-24 00:00:00,0.0,0.0,0.0
2017-08-24 00:00:00,2017-08-25 00:00:00,0.4,2.7,0.4
2017-08-25 00:00:00,2017-08-26 00:00:00,2.0,1.3,3.0
2017-08-26 00:00:00,2017-08-27 00:00:00,5.1,7.1,2.1
2017-08-27 00:00:00,2017-08-28 00:00:00,0.0,0.0,0.0
2017-08-28 00:00:00,2017-08-29 00:00:00,1.3,0.4,5.2
2017-08-29 00:00:00,2017-08-30 00:00:00,15.2,23.1,13.3
2017-08-30 00:00:00,2017-08-31 00:00:00,0.0,1.0,0.0
2017-08-31 00:00:00,2017-09-01 00:00:00,0.0,9.5,0.0
2017-09-01 00:00:00,2017-09-02 00:00:00,30.5,19.7,14.5
2017-09-02 00:00:00,2017-09-03 00:00:00,0.8,0.7,0.4
2017-09-03 00:00:00,2017-09-04 00:00:00,27.7,40.6,52.1
2017-09-04 00:00:00,2017-09-05 00:00:00,0.0,0.0,0.0
2017-09-05 00:00:00,2017-09-06 00:00:00,9.0,2.0,0.0
2017-09-06 00:00:00,2017-09-07 00:00:00,0.0,26.5,0.0
2017-09-07 00:00:00,2017-09-08 00:00:00,0.0,0.0,0.0
2017-09-08 00:00:00,2017-09-09 00:00:00,0.0,0.0,0.0
2017-09-09 00:00:00,2017-09-10 00:00:00,2.0,1.5,1.5
2017-09-10 00:00:00,2017-09-11 00:00:00,4.5,1.5,3.0
2017-09-11 00:00:00,2017-09-12 00:00:00,2.0,8.0,5.5
2017-09-12 00:00:00,2017-09-13 00:00:00,0.0,0.0,0.0
2017-09-13 00:00:00,2017-09-14 00:00:00,9.0,19.4,5.0
2017-09-14 00:00:00,2017-09-15 00:00:00,0.0,0.1,0.0
2017-09-15 00:00:00,2017-09-16 00:00:00,1.5,2.0,0.0
2017-09-16 00:00:00,2017-09-17 00:00:00,0.0,0.0,0.0
2017-09-17 00:00:00,2017-09-18 00:00:00,2.4,1.9,2.2
2017-09-18 00:00:00,2017-09-19 00:00:00,34.6,22.1,56.3
2017-09-19 00:00:00,2017-09-20 00:00:00,28.0,9.8,47.5
2017-09-20 00:00:00,2017-09-21 00:00:00,0.5,3.1,0.5
2017-09-21 00:00:00,2017-09-22 00:00:00,2.0,1.1,8.5
2017-09-22 00:00:00,2017-09-23 00:00:00,0.0,0.0,0.0
2017-09-23 00:00:00,2017-09-24 00:00:00,0.0,0.0,0.0
2017-09-24 00:00:00,2017-09-25 00:00:00,3.5,2.7,5.5
2017-09-25 00:00:00,2017-09-26 00:00:00,0.4,0.7,0.4
2017-09-26 00:00:00,2017-09-27 00:00:00,10.6,52.6,12.1
2017-09-27 00:00:00,2017-09-28 00:00:00,0.5,7.5,0.0
2017-09-28 00:00:00,2017-09-29 00:00:00,12.8,12.0,29.9
2017-09-29 00:00:00,2017-09-30 00:00:00,0.7,0.5,0.6
2017-09-30 00:00:00,2017-10-01 00:00:00,13.1,9.1,7.1
2017-10-01 00:00:00,2017-10-02 00:00:00,11.9,9.4,22.4
2017-10-02 00:00:00,2017-10-03 00:00:00,0.0,0.0,0.0
2017-10-03 00:00:00,2017-10-04 00:00:00,6.4,14.8,5.1
2017-10-04 00:00:00,2017-10-05 00:00:00,4.1,0.2,0.4
2017-10-05 00:00:00,2017-10-06 00:00:00,0.0,0.0,0.0
2017-10-06 00:00:00,2017-10-07 00:00:00,0.0,0.0,0.0
2017-10-07 00:00:00,2017-10-08 00:00:00,1.0,0.0,11.0
2017-10-08 00:00:00,2017-10-09 00:00:00,9.5,46.0,0.0
2017-10-09 00:00:00,2017-10-10 00:00:00,36.0,0.9,14.0
2017-10-10 00:00:00,2017-10-11 00:00:00,45.6,7.1,28.6
2017-10-11 00:00:00,2017-10-12 00:00:00,0.9,0.5,0.9
2017-10-12 00:00:00,2017-10-13 00:00:00,5.5,1.0,12.9
2017-10-13 00:00:00,2017-10-14 00:00:00,7.5,6.0,7.1
2017-10-14 00:00:00,2017-10-15 00:00:00,0.0,0.0,0.0
2017-10-15 00:00:00,2017-10-16 00:00:00,17.5,34.5,7.5
2017-10-16 00:00:00,2017-10-17 00:00:00,0.5,0.0,0.0
2017-10-17 00:00:00,2017-10-18 00:00:00,0.0,0.0,0.0
2017-10-18 00:00:00,2017-10-19 00:00:00,9.0,47.5,16.5
2017-10-19 00:00:00,2017-10-20 00:00:00,0.0,18.0,0.0
2017-10-20 00:00:00,2017-10-21 00:00:00,0.0,0.5,0.0
2017-10-21 00:00:00,2017-10-22 00:00:00,0.0,0.0,0.0
2017-10-22 00:00:00,2017-10-23 00:00:00,2.0,0.0,2.5
2017-10-23 00:00:00,2017-10-24 00:00:00,4.5,25.0,0.0
2017-10-24 00:00:00,2017-10-25 00:00:00,4.5,2.5,1.5
2017-10-25 00:00:00,2017-10-26 00:00:00,33.3,0.4,21.3
2017-10-26 00:00:00,2017-10-27 00:00:00,43.7,64.5,27.7
2017-10-27 00:00:00,2017-10-28 00:00:00,19.0,22.6,33.0
2017-10-28 00:00:00,2017-10-29 00:00:00,9.5,4.5,0.4
2017-10-29 00:00:00,2017-10-30 00:00:00,6.0,13.5,2.0
2017-10-30 00:00:00,2017-10-31 00:00:00,2.0,2.0,7.5
2017-10-31 00:00:00,2017-11-01 00:00:00,0.0,8.0,13.0
2017-11-01 00:00:00,2017-11-02 00:00:00,29.5,18.0,35.3
2017-11-02 00:00:00,2017-11-03 00:00:00,17.0,29.0,53.0
2017-11-03 00:00:00,2017-11-04 00:00:00,0.0,0.0,0.2
2017-11-04 00:00:00,2017-11-05 00:00:00,0.0,0.0,0.0
2017-11-05 00:00:00,2017-11-06 00:00:00,0.5,3.0,0.0
2017-11-06 00:00:00,2017-11-07 00:00:00,8.0,17.5,9.0
2017-11-07 00:00:00,2017-11-08 00:00:00,23.0,0.5,34.9
2017-11-08 00:00:00,2017-11-09 00:00:00,1.0,1.0,1.6
2017-11-09 00:00:00,2017-11-10 00:00:00,16.5,0.5,74.5
2017-11-10 00:00:00,2017-11-11 00:00:00,16.5,21.0,8.5
2017-11-11 00:00:00,2017-11-12 00:00:00,13.8,35.9,51.0
2017-11-12 00:00:00,2017-11-13 00:00:00,3.7,1.6,20.5
2017-11-13 00:00:00,2017-11-14 00:00:00,15.3,42.3,0.4
2017-11-14 00:00:00,2017-11-15 00:00:00,2.7,1.7,2.1
2017-11-15 00:00:00,2017-11-16 00:00:00,28.5,59.0,0.7
2017-11-16 00:00:00,2017-11-17 00:00:00,0.0,0.0,0.8
2017-11-17 00:00:00,2017-11-18 00:00:00,2.5,0.0,8.5
2017-11-18 00:00:00,2017-11-19 00:00:00,0.0,2.0,0.0
2017-11-19 00:00:00,2017-11-20 00:00:00,0.0,0.0,0.0
2017-11-20 00:00:00,2017-11-21 00:00:00,0.4,8.2,0.4
2017-11-21 00:00:00,2017-11-22 00:00:00,11.1,27.3,2.6
2017-11-22 00:00:00,2017-11-23 00:00:00,0.8,0.0,0.0
2017-11-23 00:00:00,2017-11-24 00:00:00,11.2,4.7,12.3
2017-11-24 00:00:00,2017-11-25 00:00:00,24.2,9.0,21.9
2017-11-25 00:00:00,2017-11-26 00:00:00,9.7,7.7,9.2
2017-11-26 00:00:00,2017-11-27 00:00:00,28.3,26.9,27.8
2017-11-27 00:00:00,2017-11-28 00:00:00,113.1,70.2,82.3
2017-11-28 00:00:00,2017-11-29 00:00:00,5.1,4.5,5.5
2017-11-29 00:00:00,2017-11-30 00:00:00,19.2,21.3,0.8
2017-11-30 00:00:00,2017-12-01 00:00:00,7.3,4.7,22.2
2017-12-01 00:00:00,2017-12-02 00:00:00,29.2,54.0,21.9
2017-12-02 00:00:00,2017-12-03 00:00:00,22.3,46.0,0.6
2017-12-03 00:00:00,2017-12-04 00:00:00,8.5,30.9,18.7
2017-12-04 00:00:00,2017-12-05 00:00:00,1.5,0.1,9.3
2017-12-05 00:00:00,2017-12-06 00:00:00,93.4,64.7,51.3
2017-12-06 00:00:00,2017-12-07 00:00:00,3.1,2.3,2.7
2017-12-07 00:00:00,2017-12-08 00:00:00,0.5,22.4,0.5
2017-12-08 00:00:00,2017-12-09 00:00:00,48.5,35.3,53.4
2017-12-09 00:00:00,2017-12-10 00:00:00,0.5,0.8,2.2
2017-12-10 00:00:00,2017-12-11 00:00:00,0.0,0.0,0.0
2017-12-11 00:00:00,2017-12-12 00:00:00,7.5,3.0,0.5
2017-12-12 00:00:00,2017-12-13 00:00:00,5.5,1.5,5.5
2017-12-13 00:00:00,2017-12-14 00:00:00,9.5,1.0,0.0
2017-12-14 00:00:00,2017-12-15 00:00:00,6.0,37.0,1.5
2017-12-15 00:00:00,2017-12-16 00:00:00,0.0,1.0,0.0
2017-12-16 00:00:00,2017-12-17 00:00:00,0.4,0.4,0.0
2017-12-17 00:00:00,2017-12-18 00:00:00,20.4,8.1,9.5
2017-12-18 00:00:00,2017-12-19 00:00:00,0.7,1.0,0.5
2017-12-19 00:00:00,2017-12-20 00:00:00,0.0,0.5,0.0
2017-12-20 00:00:00,2017-12-21 00:00:00,0.0,0.0,0.0
2017-12-21 00:00:00,2017-12-22 00:00:00,0.0,0.0,0.0
2017-12-22 00:00:00,2017-12-23 00:00:00,0.4,0.4,0.4
2017-12-23 00:00:00,2017-12-24 00:00:00,38.9,29.4,33.2
2017-12-24 00:00:00,2017-12-25 00:00:00,21.6,6.7,32.9
2017-12-25 00:00:00,2017-12-26 00:00:00,0.0,1.8,0.0
2017-12-26 00:00:00,2017-12-27 00:00:00,4.3,5.7,4.3
2017-12-27 00:00:00,2017-12-28 00:00:00,8.2,7.9,3.2
2017-12-28 00:00:00,2017-12-29 00:00:00,0.4,5.3,0.4
2017-12-29 00:00:00,2017-12-30 00:00:00,71.4,27.1,90.5
2017-12-30 00:00:00,2017-12-31 00:00:00,31.3,44.0,40.7
2017-12-31 00:00:00,2018-01-01 00:00:00,60.0,85.2,54.7
2018-01-01 00:00:00,2018-01-02 00:00:00,108.0,110.3,107.9
2018-01-02 00:00:00,2018-01-03 00:00:00,79.4,114.2,110.4
2018-01-03 00:00:00,2018-01-04 00:00:00,97.9,77.2,125.6
2018-01-04 00:00:00,2018-01-05 00:00:00,45.1,27.7,36.8
2018-01-05 00:00:00,2018-01-06 00:00:00,2.0,4.0,1.3
2018-01-06 00:00:00,2018-01-07 00:00:00,0.0,16.5,1.2
2018-01-07 00:00:00,2018-01-08 00:00:00,2.0,0.0,3.0
2018-01-08 00:00:00,2018-01-09 00:00:00,2.8,0.8,3.0
2018-01-09 00:00:00,2018-01-10 00:00:00,0.2,0.2,0.0
2018-01-10 00:00:00,2018-01-11 00:00:00,0.3,16.5,0.8
2018-01-11 00:00:00,2018-01-12 00:00:00,37.3,29.5,45.0
2018-01-12 00:00:00,2018-01-13 00:00:00,92.1,65.6,82.8
2018-01-13 00:00:00,2018-01-14 00:00:00,12.8,11.7,12.0
2018-01-14 00:00:00,2018-01-15 00:00:00,8.4,9.6,8.4
2018-01-15 00:00:00,2018-01-16 00:00:00,1.0,0.6,1.1
2018-01-16 00:00:00,2018-01-17 00:00:00,7.0,28.0,3.5
2018-01-17 00:00:00,2018-01-18 00:00:00,0.0,0.0,0.0
2018-01-18 00:00:00,2018-01-19 00:00:00,2.5,3.5,0.0
2018-01-19 00:00:00,2018-01-20 00:00:00,0.0,0.0,0.0
2018-01-20 00:00:00,2018-01-21 00:00:00,99.3,60.9,21.3
2018-01-21 00:00:00,2018-01-22 00:00:00,0.7,0.1,0.2
2018-01-22 00:00:00,2018-01-23 00:00:00,0.0,0.5,0.0
2018-01-23 00:00:00,2018-01-24 00:00:00,10.5,0.0,17.2
2018-01-24 00:00:00,2018-01-25 00:00:00,0.0,2.0,4.3
2018-01-25 00:00:00,2018-01-26 00:00:00,0.5,16.0,2.5
2018-01-26 00:00:00,2018-01-27 00:00:00,4.3,16.2,1.4
2018-01-27 00:00:00,2018-01-28 00:00:00,14.7,7.3,24.6
2018-01-28 00:00:00,2018-01-29 00:00:00,14.0,32.5,9.0
2018-01-29 00:00:00,2018-01-30 00:00:00,28.5,30.0,45.6
2018-01-30 00:00:00,2018-01-31 00:00:00,0.0,32.8,29.4
2018-01-31 00:00:00,2018-02-01 00:00:00,0.0,0.2,2.0
2018-02-01 00:00:00,2018-02-02 00:00:00,3.6,6.5,8.6
2018-02-02 00:00:00,2018-02-03 00:00:00,11.9,16.0,5.8
2018-02-03 00:00:00,2018-02-04 00:00:00,2.5,2.6,2.1
2018-02-04 00:00:00,2018-02-05 00:00:00,0.0,0.0,0.0
2018-02-05 00:00:00,2018-02-06 00:00:00,0.5,3.0,0.0
2018-02-06 00:00:00,2018-02-07 00:00:00,0.0,0.0,0.0
2018-02-07 00:00:00,2018-02-08 00:00:00,0.0,0.0,0.0
2018-02-08 00:00:00,2018-02-09 00:00:00,0.0,0.0,0.0
2018-02-09 00:00:00,2018-02-10 00:00:00,0.0,0.0,0.0
2018-02-10 00:00:00,2018-02-11 00:00:00,0.0,0.0,0.0
2018-02-11 00:00:00,2018-02-12 00:00:00,0.0,0.0,0.0
2018-02-12 00:00:00,2018-02-13 00:00:00,0.0,0.0,0.0
2018-02-13 00:00:00,2018-02-14 00:00:00,21.0,18.5,29.0
2018-02-14 00:00:00,2018-02-15 00:00:00,3.5,11.5,5.0
2018-02-15 00:00:00,2018-02-16 00:00:00,0.0,0.0,0.0
2018-02-16 00:00:00,2018-02-17 00:00:00,0.0,0.0,0.0
2018-02-17 00:00:00,2018-02-18 00:00:00,0.0,0.0,0.0
2018-02-18 00:00:00,2018-02-19 00:00:00,0.0,0.0,0.0
2018-02-19 00:00:00,2018-02-20 00:00:00,0.0,0.5,0.0
2018-02-20 00:00:00,2018-02-21 00:00:00,0.0,0.0,0.0
2018-02-21 00:00:00,2018-02-22 00:00:00,0.0,0.0,0.0
2018-02-22 00:00:00,2018-02-23 00:00:00,0.0,0.0,0.0
2018-02-23 00:00:00,2018-02-24 00:00:00,57.9,20.0,89.7
2018-02-24 00:00:00,2018-02-25 00:00:00,20.1,5.0,32.3
2018-02-25 00:00:00,2018-02-26 00:00:00,0.0,0.0,0.0
2018-02-26 00:00:00,2018-02-27 00:00:00,0.0,0.0,0.0
2018-02-27 00:00:00,2018-02-28 00:00:00,0.0,0.0,0.0
2018-02-28 00:00:00,2018-03-01 00:00:00,0.0,0.0,0.0
2018-03-01 00:00:00,2018-03-02 00:00:00,0.0,0.0,0.0
2018-03-02 00:00:00,2018-03-03 00:00:00,0.0,0.0,0.0
2018-03-03 00:00:00,2018-03-04 00:00:00,0.0,0.0,0.0
2018-03-04 00:00:00,2018-03-05 00:00:00,0.0,0.0,0.0
2018-03-05 00:00:00,2018-03-06 00:00:00,0.0,0.0,0.0
2018-03-06 00:00:00,2018-03-07 00:00:00,0.0,0.0,0.0
2018-03-07 00:00:00,2018-03-08 00:00:00,27.0,12.0,30.4
2018-03-08 00:00:00,2018-03-09 00:00:00,0.0,1.5,0.1
2018-03-09 00:00:00,2018-03-10 00:00:00,9.9,1.7,9.8
2018-03-10 00:00:00,2018-03-11 00:00:00,3.9,7.1,3.5
2018-03-11 00:00:00,2018-03-12 00:00:00,0.7,3.7,1.2
2018-03-12 00:00:00,2018-03-13 00:00:00,0.5,0.0,0.0
2018-03-13 00:00:00,2018-03-14 00:00:00,22.5,12.0,6.5
2018-03-14 00:00:00,2018-03-15 00:00:00,0.0,0.0,0.0
2018-03-15 00:00:00,2018-03-16 00:00:00,0.4,0.4,0.0
2018-03-16 00:00:00,2018-03-17 00:00:00,0.1,2.6,0.0
2018-03-17 00:00:00,2018-03-18 00:00:00,0.0,0.0,0.0
2018-03-18 00:00:00,2018-03-19 00:00:00,0.0,2.0,0.0
2018-03-19 00:00:00,2018-03-20 00:00:00,0.0,0.0,0.0
2018-03-20 00:00:00,2018-03-21 00:00:00,0.0,0.0,0.0
2018-03-21 00:00:00,2018-03-22 00:00:00,0.0,0.0,0.0
2018-03-22 00:00:00,2018-03-23 00:00:00,0.0,0.0,0.0
2018-03-23 00:00:00,2018-03-24 00:00:00,0.4,0.4,0.4
2018-03-24 00:00:00,2018-03-25 00:00:00,16.1,24.6,5.6
2018-03-25 00:00:00,2018-03-26 00:00:00,2.8,41.8,8.3
2018-03-26 00:00:00,2018-03-27 00:00:00,5.2,18.7,6.2
2018-03-27 00:00:00,2018-03-28 00:00:00,9.5,0.0,0.0
2018-03-28 00:00:00,2018-03-29 00:00:00,0.0,0.0,0.0
2018-03-29 00:00:00,2018-03-30 00:00:00,0.0,0.0,0.0
2018-03-30 00:00:00,2018-03-31 00:00:00,13.0,0.0,3.5
2018-03-31 00:00:00,2018-04-01 00:00:00,0.0,0.0,0.0
2018-04-01 00:00:00,2018-04-02 00:00:00,0.0,0.0,0.0
2018-04-02 00:00:00,2018-04-03 00:00:00,0.0,0.0,0.0
2018-04-03 00:00:00,2018-04-04 00:00:00,0.0,0.0,0.0
2018-04-04 00:00:00,2018-04-05 00:00:00,0.0,0.0,0.0
2018-04-05 00:00:00,2018-04-06 00:00:00,0.0,0.0,0.0
2018-04-06 00:00:00,2018-04-07 00:00:00,0.0,0.0,0.0
2018-04-07 00:00:00,2018-04-08 00:00:00,0.0,0.0,0.0
2018-04-08 00:00:00,2018-04-09 00:00:00,12.7,22.6,4.7
2018-04-09 00:00:00,2018-04-10 00:00:00,20.8,15.4,1.8
2018-04-10 00:00:00,2018-04-11 00:00:00,0.0,0.0,0.0
2018-04-11 00:00:00,2018-04-12 00:00:00,0.0,0.0,0.0
2018-04-12 00:00:00,2018-04-13 00:00:00,0.0,0.0,0.0
2018-04-13 00:00:00,2018-04-14 00:00:00,0.0,0.0,0.0
2018-04-14 00:00:00,2018-04-15 00:00:00,9.5,4.0,15.0
2018-04-15 00:00:00,2018-04-16 00:00:00,0.0,0.0,0.0
2018-04-16 00:00:00,2018-04-17 00:00:00,0.0,2.5,0.0
2018-04-17 00:00:00,2018-04-18 00:00:00,0.0,0.0,0.0
2018-04-18 00:00:00,2018-04-19 00:00:00,65.0,18.5,28.0
2018-04-19 00:00:00,2018-04-20 00:00:00,0.8,10.0,0.0
2018-04-20 00:00:00,2018-04-21 00:00:00,0.2,0.0,7.0
2018-04-21 00:00:00,2018-04-22 00:00:00,0.0,0.0,0.0
2018-04-22 00:00:00,2018-04-23 00:00:00,0.0,0.0,0.0
2018-04-23 00:00:00,2018-04-24 00:00:00,0.0,0.0,0.0
2018-04-24 00:00:00,2018-04-25 00:00:00,2.0,0.0,1.0
2018-04-25 00:00:00,2018-04-26 00:00:00,0.0,0.0,5.5
2018-04-26 00:00:00,2018-04-27 00:00:00,17.0,3.5,0.0
2018-04-27 00:00:00,2018-04-28 00:00:00,14.0,9.8,15.4
2018-04-28 00:00:00,2018-04-29 00:00:00,0.0,0.2,0.1
2018-04-29 00:00:00,2018-04-30 00:00:00,0.0,4.3,0.5
2018-04-30 00:00:00,2018-05-01 00:00:00,0.0,4.7,0.5
2018-05-01 00:00:00,2018-05-02 00:00:00,9.0,19.5,41.5
2018-05-02 00:00:00,2018-05-03 00:00:00,0.0,0.0,0.0
2018-05-03 00:00:00,2018-05-04 00:00:00,0.0,0.0,0.0
2018-05-04 00:00:00,2018-05-05 00:00:00,0.0,0.0,0.0
2018-05-05 00:00:00,2018-05-06 00:00:00,0.0,0.0,0.0
2018-05-06 00:00:00,2018-05-07 00:00:00,0.0,0.0,0.0
2018-05-07 00:00:00,2018-05-08 00:00:00,0.0,4.0,0.0
2018-05-08 00:00:00,2018-05-09 00:00:00,2.1,0.6,0.3
2018-05-09 00:00:00,2018-05-10 00:00:00,1.4,10.9,0.7
2018-05-10 00:00:00,2018-05-11 00:00:00,0.0,0.0,0.0
2018-05-11 00:00:00,2018-05-12 00:00:00,0.0,0.0,0.0
2018-05-12 00:00:00,2018-05-13 00:00:00,0.0,0.0,0.0
2018-05-13 00:00:00,2018-05-14 00:00:00,25.5,12.0,17.5
2018-05-14 00:00:00,2018-05-15 00:00:00,0.0,0.0,0.0
2018-05-15 00:00:00,2018-05-16 00:00:00,0.0,0.0,0.0
2018-05-16 00:00:00,2018-05-17 00:00:00,3.5,2.5,7.0
2018-05-17 00:00:00,2018-05-18 00:00:00,0.0,3.5,0.0
2018-05-18 00:00:00,2018-05-19 00:00:00,0.0,0.0,0.0
2018-05-19 00:00:00,2018-05-20 00:00:00,0.0,0.0,0.0
2018-05-20 00:00:00,2018-05-21 00:00:00,0.0,0.0,0.0
2018-05-21 00:00:00,2018-05-22 00:00:00,0.0,0.0,0.0
2018-05-22 00:00:00,2018-05-23 00:00:00,0.0,2.0,0.0
2018-05-23 00:00:00,2018-05-24 00:00:00,0.0,0.0,0.0
2018-05-24 00:00:00,2018-05-25 00:00:00,0.0,0.0,0.0
2018-05-25 00:00:00,2018-05-26 00:00:00,0.0,0.0,1.0
2018-05-26 00:00:00,2018-05-27 00:00:00,0.3,0.0,1.3
2018-05-27 00:00:00,2018-05-28 00:00:00,6.2,5.0,6.2
2018-05-28 00:00:00,2018-05-29 00:00:00,0.5,0.0,0.0
2018-05-29 00:00:00,2018-05-30 00:00:00,0.5,17.7,10.5
2018-05-30 00:00:00,2018-05-31 00:00:00,6.0,8.3,6.0
2018-05-31 00:00:00,2018-06-01 00:00:00,33.5,32.0,51.2
2018-06-01 00:00:00,2018-06-02 00:00:00,7.1,26.0,4.9
2018-06-02 00:00:00,2018-06-03 00:00:00,0.9,1.0,1.3
2018-06-03 00:00:00,2018-06-04 00:00:00,2.0,15.5,0.0
2018-06-04 00:00:00,2018-06-05 00:00:00,0.0,0.0,1.0
2018-06-05 00:00:00,2018-06-06 00:00:00,0.0,0.0,2.0
2018-06-06 00:00:00,2018-06-07 00:00:00,0.4,0.0,0.0
2018-06-07 00:00:00,2018-06-08 00:00:00,3.6,3.0,17.0
2018-06-08 00:00:00,2018-06-09 00:00:00,0.0,0.0,0.0
2018-06-09 00:00:00,2018-06-10 00:00:00,0.0,0.0,0.0
2018-06-10 00:00:00,2018-06-11 00:00:00,0.0,0.0,0.0
2018-06-11 00:00:00,2018-06-12 00:00:00,0.5,2.0,0.0
2018-06-12 00:00:00,2018-06-13 00:00:00,16.0,2.0,12.5
2018-06-13 00:00:00,2018-06-14 00:00:00,0.0,0.0,0.0
2018-06-14 00:00:00,2018-06-15 00:00:00,5.4,0.5,0.5
2018-06-15 00:00:00,2018-06-16 00:00:00,20.6,0.5,1.5
2018-06-16 00:00:00,2018-06-17 00:00:00,0.0,0.0,0.0
2018-06-17 00:00:00,2018-06-18 00:00:00,0.0,0.0,0.0
2018-06-18 00:00:00,2018-06-19 00:00:00,0.0,0.0,0.0
2018-06-19 00:00:00,2018-06-20 00:00:00,0.0,0.0,0.0
2018-06-20 00:00:00,2018-06-21 00:00:00,22.5,7.0,31.2
2018-06-21 00:00:00,2018-06-22 00:00:00,0.0,0.0,0.3
2018-06-22 00:00:00,2018-06-23 00:00:00,0.0,0.0,0.0
2018-06-23 00:00:00,2018-06-24 00:00:00,4.5,1.8,5.0
2018-06-24 00:00:00,2018-06-25 00:00:00,14.0,11.7,18.5
2018-06-25 00:00:00,2018-06-26 00:00:00,1.0,4.0,1.2
2018-06-26 00:00:00,2018-06-27 00:00:00,0.5,0.5,1.3
2018-06-27 00:00:00,2018-06-28 00:00:00,0.0,4.0,0.0
2018-06-28 00:00:00,2018-06-29 00:00:00,0.5,1.0,0.4
2018-06-29 00:00:00,2018-06-30 00:00:00,2.5,0.0,2.1
2018-06-30 00:00:00,2018-07-01 00:00:00,0.0,0.0,0.0
2018-07-01 00:00:00,2018-07-02 00:00:00,8.2,3.8,9.8
2018-07-02 00:00:00,2018-07-03 00:00:00,2.8,5.2,4.2
2018-07-03 00:00:00,2018-07-04 00:00:00,2.0,1.0,8.0
2018-07-04 00:00:00,2018-07-05 00:00:00,5.5,2.5,1.0
2018-07-05 00:00:00,2018-07-06 00:00:00,0.5,0.0,0.0
2018-07-06 00:00:00,2018-07-07 00:00:00,0.0,0.0,0.0
2018-07-07 00:00:00,2018-07-08 00:00:00,0.0,0.0,0.0
2018-07-08 00:00:00,2018-07-09 00:00:00,0.0,0.0,0.0
2018-07-09 00:00:00,2018-07-10 00:00:00,2.5,0.0,0.0
2018-07-10 00:00:00,2018-07-11 00:00:00,0.0,0.0,0.0
